title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"HK: Forbidden Super Hero",movie,Comedy,2013,tt2708764,5.8,2817,JP
Zomvideo,movie,"Comedy, Horror",2011,tt2089864,5,124,JP
"Hotel Blu Kaien",movie,Drama,2012,tt1949198,6.1,74,JP
"Kamen Rider Movie War Ultimatum: Kamen Rider vs. Kamen Rider Wizard & Fourze",movie,"Action, Adventure, Comedy",2012,tt2519428,6.9,138,JP
Philomena,movie,"Biography, Comedy, Drama",2013,tt2431286,7.6,104595,JP
"Kyoto Story",movie,Drama,2010,tt2100562,6.5,215,JP
"Our Kind of Traitor",movie,"Action, Crime, Drama",2016,tt1995390,6.2,24341,JP
"The Imitation Game",movie,"Biography, Drama, Thriller",2014,tt2084970,8,839802,JP
"Tokumei Sentai Go-Busters Returns vs. Dôbutsu Sentai Go-Busters",movie,"Action, Sci-Fi",2013,tt2754918,7,26,JP
"Waiting in the Dark",movie,"Drama, Romance, Thriller",2006,tt0872007,7.1,350,JP
"Mademoiselle C",movie,Documentary,2013,tt2506388,5.6,690,JP
Predestination,movie,"Action, Drama, Sci-Fi",2014,tt2397535,7.4,314213,JP
"Ue o muite arukô",movie,Drama,1962,tt0208529,6.5,25,JP
"The Unbroken",movie,Drama,2009,tt1337125,6.7,260,JP
"Granny Gabai",movie,"Drama, Family",2006,tt0480773,6.7,227,JP
"A Tale of Sorrow",movie,Drama,1977,tt0076146,6.4,302,JP
"Role Play",movie,Thriller,2012,tt2973730,5.9,67,JP
"Kingsman: The Secret Service",movie,"Action, Adventure, Comedy",2014,tt2802144,7.7,736012,JP
"Stonehearst Asylum",movie,"Drama, Horror, Mystery",2014,tt1772264,6.8,61680,JP
"Free and Easy 11",movie,Comedy,2000,tt0328573,5.9,21,JP
"Amagi Pass",movie,"Drama, Mystery",1983,tt0128039,7,169,JP
Herb,movie,Drama,2007,tt0969274,6.4,263,JP
"Kumail Nanjiani: Beta Male",movie,Comedy,2013,tt2901584,7,517,US
"A Tale of Samurai Cooking: A True Love Story",movie,"Drama, History",2013,tt2653264,6.7,576,JP
"Kurayami kara te wo nobase",movie,Drama,2013,tt2720908,6.5,58,JP
"Second Virginity",movie,Drama,2011,tt1854361,5,53,JP
"The Jungle",movie,"Horror, Thriller",2013,tt2444092,3.7,1008,JP
"Batman v Superman: Dawn of Justice",movie,"Action, Adventure, Sci-Fi",2016,tt2975590,6.5,761812,JP
"Rikidozan: A Hero Extraordinary",movie,"Biography, Drama, Sport",2004,tt0435931,6.7,336,JP
"Twilight Syndrome: Dead Go Round",movie,Horror,2008,tt1281397,5.4,86,JP
"Twilight Syndrome: Dead Cruise",movie,Horror,2008,tt1275848,4,55,JP
"Kamen Rider Super Den-O Trilogy: Episode Red - Zero's Star Twinkle",movie,"Action, Adventure, Comedy",2010,tt1663158,5.4,74,JP
"Kamen Rider Super Den-O Trilogy: Episode Blue - The Dispatched Imagin is Newtral",movie,"Action, Adventure, Comedy",2010,tt1670661,5.4,68,JP
"Kamen Rider Super Den-O Trilogy: Episode Yellow - Treasure de End Pirates",movie,"Action, Adventure, Comedy",2010,tt1675293,5,70,JP
"Year One in the North",movie,Drama,2005,tt0439226,6.6,176,JP
"Hissatsu!: Sure Death!",movie,Drama,1984,tt0194940,5.5,89,JP
Mortdecai,movie,"Action, Adventure, Comedy",2015,tt3045616,5.5,77744,JP
"The Pavillion Salamandre",movie,Comedy,2006,tt0860508,5.1,110,JP
Persona,movie,"Action, Thriller, Drama, Science Fiction",2008,tt1164629,5.5,46,JP
"The Pact",movie,Comedy,2011,tt1956665,7.4,16,JP
"Blood Shot",movie,"Action, Comedy, Horror",2013,tt1196124,3.7,895,JP
Minions,movie,"Adventure, Animation, Comedy",2015,tt2293640,6.4,267466,JP
"Hunter X Hunter: Phantom Rouge",movie,"Action, Adventure, Animation",2013,tt2918988,6.6,3382,JP
"Patema Inverted",movie,"Adventure, Animation, Drama",2013,tt2981768,7.3,10440,JP
"Oboroyo no onna",movie,Drama,1936,tt0028052,7,80,JP
"Sergeant Keroro Super Movie 2: The Deep Sea Princess de arimasu!",movie,"Animation, Comedy, Family",2007,tt1207645,6.5,85,JP
"The Great Battle of the Flying Saucers",movie,"Action, Animation, Sci-Fi",1975,tt3445068,6.1,31,JP
"The Catch",movie,Drama,1983,tt0085632,6.9,181,JP
"Leaving on the 15th Spring",movie,Drama,2013,tt2368527,7.1,188,JP
"Before the Vigil",movie,Drama,2013,tt2215466,6,91,JP
"Hide and Seek",movie,"Horror, Mystery, Thriller",2013,tt3155654,6.3,2438,JP
"Zone Pro Site: The Moveable Feast",movie,Comedy,2013,tt3166476,6.5,701,JP
"Pretty Cure All Stars New Stage 2: Kokoro no Tomodachi",movie,"Action, Adventure, Animation",2013,tt6447408,7.5,23,JP
"Ted 2",movie,Comedy,2015,tt2637276,6.3,240731,JP
"Documentary of AKB48: To Be Continued",movie,"Documentary, Music",2011,tt1780821,7.4,61,JP
"Carmen Falls in Love",movie,Comedy,1952,tt0044793,6.2,239,JP
Bethlehem,movie,"Drama, Thriller, War",2013,tt2915160,7.1,2278,JP
"A Broken Drum",movie,"Comedy, Drama",1949,tt0042056,6.9,128,JP
"Into the Storm",movie,"Action, Adventure, Drama",2014,tt2106361,5.8,72552,JP
"Danger Stalks Near",movie,Comedy,1957,tt0050421,6.4,140,JP
Avenged,movie,"Action, Fantasy, Horror",2013,tt2378453,5.5,4531,JP
"Mike Birbiglia: My Girlfriend's Boyfriend",movie,Comedy,2013,tt2937390,7.9,3742,US
"Farewell to Spring",movie,Drama,1959,tt0053259,6.4,147,JP
"The Shape of Night",movie,"Crime, Drama",1964,tt2162278,7.4,213,JP
"Left Behind",movie,"Action, Fantasy, Sci-Fi",2014,tt2467046,3.1,43156,JP
"The Garden of Women",movie,Drama,1954,tt0047300,6.9,250,JP
"The Girl I Loved",movie,"Drama, Romance",1946,tt0039091,6.4,134,JP
"The Good Fairy",movie,Drama,1951,tt0043159,6.5,101,JP
"The Living Magoroku",movie,Drama,1943,tt0036034,6,156,JP
"Back on Track",movie,"Comedy, Drama, Sport",2013,tt2320968,7.1,2513,JP
"The Ghost of Yotsuya: Part II",movie,Horror,1949,tt0380827,6.7,253,JP
"Kamisamaga kureta akanbô",movie,Drama,1979,tt0322919,5.8,47,JP
"Iron Girl",movie,Action,2012,tt2290648,4.2,159,JP
Travelers,movie,"Action, Adventure, Sci-Fi",2013,tt2734790,4.6,172,JP
"Kaibutsu-kun: The Movie",movie,"Adventure, Comedy, Fantasy",2011,tt1817186,5.1,63,JP
"The End of Summer",movie,"Biography, Drama, Romance",2013,tt2222458,6,143,JP
"Miss Zombie",movie,Horror,2013,tt2542616,6.2,787,JP
"On the Way to School",movie,Documentary,2013,tt3013258,7.3,1302,JP
Wer,movie,"Action, Horror, Mystery",2013,tt2229511,5.9,10089,JP
"Seven Days of Himawari and Her Puppies",movie,Drama,2012,tt2114398,6.7,150,JP
"The Backwater",movie,Drama,2013,tt2403453,6.2,381,JP
"The Boy and the World",movie,"Adventure, Animation, Family",2013,tt3183630,7.5,7716,JP
"Man Who Causes a Storm",movie,"Drama, Music",1957,tt0160007,6.1,103,JP
"Crest of Betrayal",movie,"Action, Drama, Horror",1994,tt0109430,6.4,292,JP
"The Fallen Angel",movie,Drama,2010,tt1361324,5.8,274,JP
Gacchaman,movie,"Action, Drama, Fantasy",2013,tt2451110,4.9,531,JP
"That Awkward Moment",movie,"Comedy, Romance",2014,tt1800246,6.1,108277,JP
Non-Stop,movie,"Action, Mystery, Thriller",2014,tt2024469,6.9,279397,JP
"Forget Love for Now",movie,Drama,1937,tt0796596,6.9,96,JP
"My Sons",movie,"Drama, Romance",1991,tt0102488,7.5,363,JP
"Steins;Gate: The Movie - Load Region of Déjà Vu",movie,"Animation, Mystery, Sci-Fi",2013,tt2967286,7.8,10016,JP
"I'll Give It My All... Tomorrow",movie,Comedy,2013,tt2401037,6.5,199,JP
"The Shadow Spirit",movie,"Crime, Mystery, Thriller",2007,tt0949831,5.3,117,JP
"Marc Maron: Thinky Pain",movie,Comedy,2013,tt3004634,7.3,1980,US
"The Little Penguin Pororo's Racing Adventure",movie,"Animation, Family, Sport",2013,tt2652476,5.2,258,JP
"Let Him Rest in Peace",movie,"Crime, Drama",1985,tt0380761,6.6,68,JP
"Dawn of a Filmmaker: The Keisuke Kinoshita Story",movie,"Biography, Drama, War",2013,tt2444942,6.8,122,JP
"The Returned",movie,"Crime, Drama, Horror",2013,tt2093270,5.9,8846,JP
"Tough as Iron",movie,"Action, Drama, Family",2013,tt3153628,6,353,JP
"Garo and the Wailing Dragon",movie,"Action, Drama, Fantasy",2012,tt2476436,5.9,124,JP
"Rough Play",movie,Drama,2013,tt2653262,5.6,480,JP
Fury,movie,"Action, Drama, War",2014,tt2713180,7.6,563543,JP
"The SpongeBob Movie: Sponge Out of Water",movie,"Adventure, Animation, Comedy",2015,tt2279373,6,62903,JP
"Kankin tantei",movie,Mystery,2013,tt2431938,,,JP
"The Pact II",movie,"Horror, Mystery, Thriller",2014,tt2924442,4.4,3815,JP
"Kiyoku yawaku",movie,"Comedy, Romance",2013,tt2546434,6.7,649,JP
"Ninpuu Sentai Hurricaneger: 10 Years After",movie,"Action, Adventure, Comedy",2013,tt2944060,7.3,34,JP
"The Apology King",movie,Comedy,2013,tt2556296,6.3,446,JP
"Han Gong-ju",movie,"Crime, Drama",2013,tt3265462,7.2,2898,JP
"Junk Food",movie,"Crime, Drama",1997,tt0119407,5.7,189,JP
"Hanasaku Iroha: Home Sweet Home",movie,"Animation, Comedy, Drama",2013,tt2404237,7,407,JP
"Blood and Ties",movie,"Drama, Thriller",2013,tt3271700,6.4,1554,JP
"Big Game",movie,"Action, Adventure, Comedy",2014,tt2088003,5.4,36146,JP
"Hayabusa: The Long Voyage Home",movie,Drama,2012,tt1825130,5.4,85,JP
"The Champions",movie,"Comedy, Sport",1983,tt0085260,6.7,208,JP
"Sweet Whip",movie,"Drama, Mystery",2013,tt2474906,5.8,459,JP
Bushido,movie,"Action, Drama, History",2013,tt2698678,6.8,63,JP
"Tora-san Goes Religious?",movie,Comedy,1983,tt0086062,7,97,JP
"The End of Puberty",movie,Drama,2011,tt2258425,4.8,26,JP
"Kaidan Shin Mimibukuro - Igyô",movie,Horror,2012,tt2183374,6.2,31,JP
"GameCenter CX: The Movie - 1986 Mighty Bomb Jack",movie,Action,2014,tt3075398,5.4,25,JP
"Nuigulumar Z",movie,"Action, Comedy, Fantasy",2013,tt2849348,5.6,144,JP
"Princess Sakura: Forbidden Pleasures",movie,"Adventure, Comedy, Drama",2013,tt2779932,3.9,212,JP
"Furueru shita",movie,"Drama, Horror",1980,tt0409992,7,240,JP
"Sergeant Keroro the Super Movie: Creation! Ultimate Keroro, Wonder Space-Time Island De Arimasu!!",movie,"Action, Animation, Comedy",2010,tt1606599,5.7,49,JP
"Kamen Rider × Super Sentai × Space Sheriff: Super Hero Taisen Z",movie,"Action, Adventure, Comedy",2013,tt2632184,6.4,147,JP
"A Country Christmas Story",movie,"Drama, Family, Musical",2013,tt3076718,6.3,690,US
"The Five",movie,"Action, Crime, Thriller",2013,tt3754322,6.5,999,JP
"A Golden Christmas 3",movie,"Comedy, Family, Romance",2012,tt2315500,5.6,907,US
"Phone Call to the Bar 2",movie,Comedy,2013,tt2381618,6,197,JP
"The Cobbler",movie,"Comedy, Drama, Fantasy",2014,tt3203616,5.8,61731,US
"Saving Santa",movie,"Adventure, Animation, Comedy",2013,tt2204315,5.3,2819,JP
"Enemies Closer",movie,"Action, Thriller",2013,tt2395199,5.1,6797,JP
"Speed Master",movie,Action,2007,tt1016319,5.8,77,JP
"Bodacious Space Pirates: Abyss of Hyperspace",movie,"Adventure, Animation, Comedy",2014,tt3204020,6.1,69,JP
"Hunter x Hunter: The Last Mission",movie,"Action, Adventure, Animation",2013,tt3198698,6.6,2920,JP
"Tora-san's Forbidden Love",movie,"Comedy, Romance",1984,tt0087858,6.3,84,JP
Touchless,movie,"Drama, Thriller",2013,tt2508332,4.1,292,JP
"Tokyo Tribe",movie,"Action, Fantasy, Musical",2014,tt2808986,6.4,3689,JP
Cymbeline,movie,"Crime, Drama, Thriller",2014,tt3093522,3.7,4324,JP
"The Prince",movie,"Action, Thriller",2014,tt1085492,4.6,19337,JP
Regression,movie,"Crime, Drama, Mystery",2015,tt3319920,5.6,43205,JP
"Kamen Rider × Super Sentai: Super Hero Taisen",movie,"Action, Adventure, Comedy",2012,tt2210717,7.1,240,JP
"Dead Snow 2: Red vs. Dead",movie,"Action, Comedy, Horror",2014,tt2832470,6.8,27235,JP
"The Signal",movie,"Drama, Mystery, Sci-Fi",2014,tt2910814,6,70325,JP
Rage,movie,"Action, Thriller",2014,tt2401807,5,25806,JP
"The Attorney",movie,"Crime, Drama, History",2013,tt3404140,7.7,7895,JP
"Way Back Home",movie,Drama,2013,tt2797106,7.5,1505,JP
"Bayonetta: Bloody Fate",movie,"Action, Animation, Fantasy",2013,tt3306776,5.7,1716,JP
"Pandora's Box",movie,Drama,2009,tt1339478,7.1,43,JP
Poltergeist,movie,"Horror, Thriller",2015,tt1029360,4.9,62652,US
"Welcome Home, Hayabusa",movie,Drama,2012,tt1851033,5.9,28,JP
Tugumi,movie,Drama,1990,tt0100820,6.4,164,JP
Firestorm,movie,"Action, Crime, Thriller",2013,tt3341072,6.2,3085,JP
"Kiri no hata",movie,"Crime, Drama",1965,tt1363113,7.3,186,JP
"The Serialist",movie,Mystery,2013,tt2656120,5.9,41,JP
Rudderless,movie,"Comedy, Drama, Music",2014,tt1798243,7.4,19652,JP
"Another Gantz",movie,"Action, Adventure, Drama",2011,tt1912350,5.4,466,JP
"Song One",movie,"Drama, Music, Romance",2014,tt2182972,5.8,10414,JP
"Steal My Heart",movie,"Comedy, Crime, Romance",2013,tt3694790,6.2,782,JP
Abattoir,movie,"Horror, Mystery, Thriller",2016,tt1480285,4.5,4565,JP
"Yves Saint Laurent",movie,"Biography, Drama",2014,tt2707858,6.2,13231,JP
Control,movie,"Crime, Mystery, Sci-Fi",2013,tt2550112,6,281,JP
Tusk,movie,"Comedy, Horror",2014,tt3099498,5.4,66203,JP
Damejin,movie,Comedy,2006,tt1020009,6,74,JP
"Dawn of a New Day: The Man Behind VHS",movie,"Biography, Drama",2002,tt0329177,7.3,102,JP
"The Girl in the Sun",movie,"Drama, Fantasy, Romance",2013,tt2569772,6.7,1033,JP
"American Heist",movie,"Action, Crime, Drama",2014,tt2923316,5,17776,JP
"The Popcorn Chronicles",movie,"Action, Comedy",2014,tt2378936,4.3,793,US
"The Cut",movie,"Adventure, Drama, History",2014,tt2245171,6.2,8114,JP
"Seventh Code",movie,"Mystery, Thriller",2013,tt3265404,5.8,633,JP
"Tora-san, His Tender Love",movie,Comedy,1970,tt0125970,6.7,198,JP
Annabelle,movie,"Horror, Mystery, Thriller",2014,tt3322940,5.4,180322,JP
"Moratoriamu Tamako",movie,"Comedy, Drama",2013,tt3134060,6.5,813,JP
"Tora-san's Dream of Spring",movie,"Comedy, Romance",1979,tt0079685,6.8,101,JP
"Tora-san's Runaway",movie,Comedy,1970,tt0066190,6.7,169,JP
"Moon Mask Rider",movie,"Action, Adventure, Fantasy",1981,tt0203520,5.9,61,JP
"The Scribbler",movie,"Mystery, Sci-Fi, Thriller",2014,tt2396721,5.3,5195,JP
"Hot Young Bloods",movie,"Comedy, Drama, Romance",2014,tt3579990,6.7,1962,JP
"Tora-san's Shattered Romance",movie,Comedy,1971,tt0071953,6.7,163,JP
Duke,movie,"Crime, Drama, Mystery",2019,tt1727254,4.2,289,JP
"Kiki's Delivery Service",movie,"Adventure, Comedy, Fantasy",2014,tt2865558,5.7,1046,JP
"Tora-san, the Good Samaritan",movie,Comedy,1971,tt0067539,6.9,129,JP
"Miss Granny",movie,"Comedy, Fantasy, Music",2014,tt3516378,7.2,4399,JP
"Love on Sunday: Last Words",movie,"Drama, Romance",2007,tt1194614,6.6,99,JP
"Madame Bovary",movie,"Drama, Romance",2014,tt2334733,5.7,8985,JP
"Tora-san's Love Call",movie,Comedy,1971,tt0067540,7.2,136,JP
"And So It Goes",movie,"Comedy, Drama, Romance",2014,tt2465146,5.9,15554,JP
"Crows Explode",movie,"Action, Crime",2014,tt2825120,5.7,1707,JP
"The Snow White Murder Case",movie,"Crime, Drama, Mystery",2014,tt3096712,6.9,2133,JP
"The Devil's Path",movie,Thriller,2013,tt2565752,6.6,1263,JP
"Tora-san's Dear Old Home",movie,Comedy,1972,tt0069051,6.7,132,JP
"Boy's Choir",movie,"Drama, Music",2000,tt0233595,6.5,256,JP
"The Most Beautiful Night in the World",movie,Drama,2008,tt1233491,7.2,90,JP
"Among the Living",movie,"Horror, Thriller",2014,tt2473750,5.5,2600,JP
"Department Q: The Absent One",movie,"Crime, Drama, Mystery",2014,tt3140100,7.1,26899,JP
"Mameshiba Cubbish Puppy",movie,Drama,2009,tt1305909,6.1,28,JP
Jossy's,movie,"Action, Comedy, Sci-Fi",2014,tt3413690,5.5,171,JP
"Brick Mansions",movie,"Action, Crime, Thriller",2014,tt1430612,5.6,44602,JP
"Tora-san's Dream-Come-True",movie,Comedy,1972,tt0069052,6.7,120,JP
"The Next Generation Patlabor: Tokyo War",movie,"Action, Sci-Fi",2015,tt3216086,4.3,202,JP
"The Little House",movie,"Drama, Romance",2014,tt2530392,7.3,1479,JP
"Crying 100 Times: Every Raindrop Falls",movie,"Drama, Romance",2013,tt2345126,6,84,JP
"The November Man",movie,"Action, Adventure, Crime",2014,tt2402157,6.3,71303,JP
"Nippon no Don: Yabohen",movie,"Crime, Drama",1977,tt0076461,6.8,58,JP
"The Great Okinawa Yakuza War",movie,"Action, Crime, Drama",1976,tt0183594,6.8,143,JP
"Je T'aime: I Am a Beast",movie,,2008,tt1326989,6.6,14,JP
"The Forger",movie,"Crime, Drama, Thriller",2014,tt2376218,5.8,13536,JP
"Pecoross' Mother and Her Days",movie,"Comedy, Drama, Family",2013,tt2210842,7,213,JP
"Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran",movie,"Adventure, Animation, Drama",2013,tt2323836,7.3,2868,JP
"Times of Joy and Sorrow",movie,Drama,1957,tt0051211,7.1,156,JP
"Burying the Ex",movie,"Comedy, Horror, Romance",2014,tt3339674,5.4,11685,JP
"The Gate of Youth",movie,Drama,1981,tt0203101,6.7,69,JP
"Baahubali: The Beginning",movie,"Action, Drama",2015,tt2631186,8,141121,JP
"Night Flight",movie,Drama,2014,tt3506934,7.5,1431,JP
"Tabloid Truth",movie,"Action, Crime, Thriller",2014,tt3671552,6.3,455,JP
"Tokyo Bordello",movie,Drama,1987,tt0204750,6.5,242,JP
Focus,movie,"Comedy, Crime, Drama",2015,tt2381941,6.6,280912,JP
"Fujimi nichoume koukyou gakudan shirîzu: Kanrei zensen kondakutâ",movie,Drama,2012,tt2132332,5.3,94,JP
"The Star of Cottonland",movie,"Animation, Drama, Fantasy",1984,tt1647467,7,100,JP
"The Water Diviner",movie,"Drama, History, War",2014,tt3007512,7,78860,JP
"Danny Collins",movie,"Comedy, Drama, Music",2015,tt1772288,7,33779,JP
"Violent Panic: The Big Crash",movie,"Action, Crime",1976,tt0325140,7.1,176,JP
"Train Brain Express",movie,Drama,2011,tt1728599,6.1,138,JP
"Love Under the Crucifix",movie,Drama,1962,tt0203751,6.7,297,JP
"Kiba: Ankoku kishi gaiden",movie,"Action, Drama, Fantasy",2011,tt2075230,7,58,JP
"The Intern",movie,"Comedy, Drama",2015,tt2361509,7.1,284760,JP
Someday,movie,Drama,2011,tt1753965,6.9,84,JP
"Thread of Lies",movie,"Drama, Mystery, Thriller",2014,tt3837154,7.1,890,JP
"Jinsei gekijô: Hishakaku",movie,Crime,1963,tt0057199,7.6,66,JP
"Tamako Love Story",movie,"Animation, Comedy, Drama",2014,tt3413018,7,3045,JP
"Tulip Fever",movie,"Drama, History, Romance",2017,tt0491203,6.2,23412,JP
"Happy Face Killer",movie,"Crime, Drama, Thriller",2014,tt3320114,5.3,1149,US
"Tora-san's Lovesick",movie,Comedy,1974,tt0071954,6.7,122,JP
"The Loyal 47 Ronin",movie,Drama,1958,tt0198371,7.3,351,JP
"Man in Love",movie,"Drama, Romance",2014,tt3479250,6.9,1165,JP
"Paris Follies",movie,Comedy,2014,tt3104572,6.4,1047,JP
Carol,movie,"Drama, Romance",2015,tt2402927,7.2,145141,JP
"Tiger & Bunny: The Rising",movie,"Action, Adventure, Animation",2014,tt3204012,6.7,422,JP
"Gekijouban Tenisu no oujisama: Eikokushiki teikyujou kessen!",movie,"Animation, Sport",2011,tt1920939,6.8,53,JP
"Fantastic Beasts and Where to Find Them",movie,"Adventure, Family, Fantasy",2016,tt3183660,7.2,516563,JP
"Tom Segura: Completely Normal",movie,Comedy,2014,tt3500822,7.7,3170,US
"A Liar and a Broken Girl",movie,"Drama, Romance",2010,tt1661309,5.2,488,JP
"Wild Detective",movie,"Action, Crime, Drama",1976,tt2023831,6.3,55,JP
"Life Partners",movie,"Comedy, Drama, Romance",2014,tt2870808,6.2,9329,US
"Lupin the Third: The Gravestone of Daisuke Jigen",movie,"Action, Animation, Crime",2014,tt3830998,7.2,1061,JP
"Tora-san's Lullaby",movie,Comedy,1974,tt0071955,6.3,105,JP
"American Ultra",movie,"Action, Comedy",2015,tt3316948,6.1,97218,JP
"8000 Miles 2: Girl Rappers",movie,"Comedy, Drama, Music",2010,tt1603370,5.9,68,JP
"SR: Saitama no rappâ - Rôdosaido no toubousha",movie,"Comedy, Drama, Music",2012,tt1739224,3.7,519,JP
"Where Spring Comes Late",movie,Drama,1970,tt0067296,7.6,296,JP
"Tora-san's Rise and Fall",movie,Comedy,1975,tt0073498,7,137,JP
Babysitting,movie,Comedy,2014,tt3013602,6.7,12420,JP
"Hunting Rifle",movie,Drama,1961,tt0055389,6.6,56,JP
"Shinjuku Swan",movie,"Action, Crime, Drama",2015,tt3148576,6,1284,JP
"Ani to sono imôto",movie,Drama,1939,tt0272450,6.9,87,JP
"Game of Seduction",movie,Drama,1976,tt0075369,5.1,197,JP
"Hope and Pain",movie,Drama,1988,tt0123789,6.6,65,JP
"Knock Knock",movie,"Crime, Thriller",2015,tt3605418,4.9,107764,JP
Yaju-deka,movie,"Action, Drama",1982,tt0135062,6.9,34,JP
"Tokumei Sentai Go-Busters: The Movie - Protect the Tokyo Enetower!",movie,"Action, Adventure, Sci-Fi",2012,tt2194402,5.9,44,JP
Broken,movie,"Action, Crime, Drama",2014,tt3554976,6.7,1537,JP
"18 Who Cause a Storm",movie,"Action, Crime, Drama",1963,tt0056836,6.7,159,JP
"The Incident",movie,"Horror, Sci-Fi, Thriller",2014,tt3528756,6.3,4595,JP
"The Obscure Spring",movie,Drama,2014,tt2360310,6.1,912,JP
"Zyuden Sentai Kyoryuger vs. Go-Busters: Dinosaur Great Battle! Farewell, Eternal Friends",movie,"Action, Adventure, Sci-Fi",2014,tt3295046,7.6,85,JP
"Alter Ego",movie,Horror,2002,tt0419979,4.7,123,JP
"Documentary of AKB48: No Flower Without Rain",movie,"Documentary, Music",2013,tt2476448,7.6,107,JP
Room,movie,"Drama, Thriller",2015,tt3170832,8.1,460071,JP
Shiosai,movie,"Drama, Romance",1975,tt0348003,5.9,65,JP
Homeland,movie,Drama,2014,tt2994962,6.8,112,JP
"Magic Mike XXL",movie,"Comedy, Drama, Music",2015,tt2268016,5.6,62131,JP
Mommy,movie,Drama,2014,tt3612616,8,63061,JP
"Wild Card",movie,"Action, Crime, Drama",2015,tt2231253,5.6,61263,JP
"Les formidables",movie,"Action, Crime, Drama",2006,tt0826099,6,256,JP
"No Tears for the Dead",movie,"Action, Crime, Drama",2014,tt3697566,6.7,7368,JP
"Kamen Rider Wizard in Magic Land",movie,"Action, Adventure, Fantasy",2013,tt2952076,7,94,JP
"A Girl at My Door",movie,Drama,2014,tt3661798,7,3274,JP
"Kamen Rider V3 vs. Destron Mutants",movie,"Action, Adventure, Drama",1973,tt0156676,5.4,96,JP
"Pet Peeve",movie,Horror,2013,tt2821784,5.4,218,JP
"Ask This of Rikyu",movie,"Biography, Drama, History",2013,tt2500392,6.7,221,JP
"Kikaider: The Ultimate Human Robot",movie,Action,2014,tt3502284,5.5,158,JP
Arcana,movie,"Horror, Thriller",2013,tt2824006,5.1,121,JP
"The Target",movie,"Action, Thriller",2014,tt3634940,6.2,2199,JP
"Man on High Heels",movie,"Action, Drama",2014,tt3837196,6.6,1487,JP
"Tora-san, the Intellectual",movie,Comedy,1975,tt0073497,6.8,101,JP
"London Has Fallen",movie,"Action, Thriller",2016,tt3300542,5.9,172659,JP
"Star Blazers 2199: Odyssey of the Celestial Ark",movie,"Action, Animation, Drama",2014,tt3222236,7.1,209,JP
"Miss Hokusai",movie,"Animation, Biography, Drama",2015,tt3689910,6.7,3573,JP
"The Similars",movie,"Horror, Mystery, Sci-Fi",2015,tt3949658,5.8,4431,JP
"Warau Iemon",movie,"Drama, Horror",2004,tt0399866,5.4,100,JP
"American Citizen",movie,"Drama, Sport",1992,tt0104219,6.1,80,US
"Kamen Rider Agito: Project G4",movie,"Action, Adventure, Drama",2001,tt1967539,6.2,171,JP
"Video Games: The Movie",movie,"Documentary, History",2014,tt3214002,6.1,5608,JP
Roommate,movie,"Drama, Horror, Thriller",2013,tt2998364,5.6,463,JP
"Kamen Rider Movie War the Fateful Sengoku Battle: Kamen Rider vs. Kamen Rider Gaim & Wizard",movie,"Action, Adventure, Fantasy",2013,tt3340098,6.9,83,JP
"A Hard Day",movie,"Action, Crime, Thriller",2014,tt3697626,7.2,17175,JP
"Mourning Recipe",movie,Drama,2013,tt2493456,6.4,138,JP
2:22,movie,"Drama, Mystery, Romance",2017,tt1131724,5.7,26102,"JP, US"
Obsessed,movie,Drama,2014,tt3303730,6.2,2602,JP
"Berthe Morisot",movie,Biography,2012,tt2396722,6.3,176,JP
"Super Hero Taisen Kamen Rider feat. Super Sentai: Heisei Rider vs. Showa Rider",movie,Action,2014,tt3472586,6.2,161,JP
"Urutoraman Zofuii",movie,Sci-Fi,1984,tt0207175,5.7,42,JP
"Urutoraman sutori",movie,Sci-Fi,1984,tt0189169,6.4,80,JP
"The Last Survivors",movie,"Action, Sci-Fi, Thriller",2014,tt2558318,5.3,3997,JP
Skiptrace,movie,"Action, Adventure, Comedy",2016,tt2238032,5.6,22786,JP
Stripper,movie,Documentary,1985,tt0090092,5.7,478,US
"Penguins of Madagascar",movie,"Action, Adventure, Animation",2014,tt1911658,6.6,105554,US
"Dead Angle",movie,"Action, Crime, Drama",1979,tt0079262,7,55,JP
"Space Brothers",movie,"Animation, Comedy, Sci-Fi",2014,tt3407024,7.5,151,JP
"K: Missing Kings",movie,"Action, Animation, Fantasy",2014,tt3794204,6.8,982,US
"New Initial D the Movie: Legend 1 - Awakening",movie,"Action, Animation, Sport",2014,tt3971764,7.2,446,JP
"Love & Mercy",movie,"Biography, Drama, Music",2014,tt0903657,7.4,43346,JP
"The Program",movie,"Biography, Drama, Sport",2015,tt3083008,6.5,19752,JP
"An Eye for Beauty",movie,Drama,2014,tt2414040,5.5,1597,JP
"Samurai Sentai Shinkenger Returns: Special Act",movie,Action,2010,tt2365867,7,32,JP
"Kamen Rider Gaim: Great Soccer Battle! Golden Fruits Cup!",movie,"Action, Adventure, Fantasy",2014,tt3753372,7.6,109,JP
"The DUFF",movie,"Comedy, Romance",2015,tt1666801,6.4,103401,US
"Todo Cambia",movie,Documentary,2000,tt5514788,4.3,17,US
"Turtle Beach",movie,"Drama, Thriller",1992,tt0103141,4.7,372,US
"My Man",movie,"Crime, Drama, Romance",2014,tt2763746,6.2,725,JP
